category;task;num;category_num
Perusopinnot;Liity Syrinxin jäseneksi;1;1
Perusopinnot;Liity Syrinxin sähköpostilistalle (syrinx@lists.jyu.fi);2;1
Perusopinnot;Liity Syrinxin Facebook -ryhmään (Syrinx ry);3;1
Perusopinnot;Seuraa Syrinxiä instagramissa @syrinxjkl;4;1
Perusopinnot;Osta Syrinxin opiskelijahaalarit;5;1
Perusopinnot;Ompele itsellesi haalarimerkki;6;1
Perusopinnot;Lue Äänielintä;7;1
Perusopinnot;Osallistu Syrinxin liikuntatoimintaan;8;1
Perusopinnot;Osallistu fuksipiknikille;9;1
Perusopinnot;Osallistu Lentävään Lähtöön;10;1
Perusopinnot;Osallistu Fuksiaisiin;11;1
Perusopinnot;Osallistu Fuksisitseille;12;1
Perusopinnot;Osallistu laneille;13;1
Perusopinnot;Osallistu Syrinxin hallituksen kokoukseen;14;1
Perusopinnot;Etkoile tutorin luona;15;1
Perusopinnot;Ilmoittaudu kurssille;16;1
Perusopinnot;Kysy kysymys luennolla;17;1
Perusopinnot;Osallistu zoom-palaveriin;18;1
Perusopinnot;Anna kurssipalautetta;19;1
Perusopinnot;Hanki ”kirjastokortti” yliopiston kirjastoon;20;1
Perusopinnot;Opintopiiri Tumassa/Zoomissa;21;1
Perusopinnot;Auta toista fuksia;22;1
Perusopinnot;Bailaa koronaturvallisesti;23;1
Perusopinnot;Käy yksillä Teerenpelissä;24;1
Perusopinnot;Päivitä kuva instagramiin ja lisää siihen #syrinxry;25;1
Aineopinnot;Tykkää Syrinxistä Facebookissa;1;2
Aineopinnot;Tutustu Syrinxin nettisivuihin (www.syrinx.fi);2;2
Aineopinnot;Liity Syrinxin verenluovutusryhmään (Facebook: Veriryhmä Bio & Ymp JKL);3;2
Aineopinnot;Osallistu luonnontieteelliselle baarikierrokselle;4;2
Aineopinnot;Osallistu eliöralliin;5;2
Aineopinnot;Osallistu Syrinxin retkelle;6;2
